DriverNumber,Abbreviation,TeamName,GridPosition,Position,Status,Points,Year,RaceNumber,EventName,CircuitName,QualiPosition,BestQualiTime,AvgFinishLast5,AvgQualiLast5,PointsLast3,ConstructorAvgFinishLast3,Podium,ConstructorPodiumRateSeason,DriverCircuitAvgFinish,DriverCircuitBestFinish,DNF,DNFRateSeason,PodiumRateSeason,CumConstructorPoints,ConstructorChampPos,PoleTime,QualiGapToPole
5,VET,Aston Martin,16.0,14.0,+1 Lap,0.0,2022,20,Mexico City Grand Prix,Mexico City,17.0,80.419,11.2,14.2,16.0,13.666666666666666,0,0.0,11.2,20.0,0,0.17647058823529413,0.0,49.0,13.0,77.775,2.6439999999999912
24,ZHO,Alfa Romeo,12.0,13.0,+1 Lap,0.0,2022,20,Mexico City Grand Prix,Mexico City,12.0,79.476,14.8,14.2,0.0,13.666666666666666,0,0.0,14.8,20.0,0,0.3157894736842105,0.0,51.0,11.0,77.775,1.7009999999999934
23,ALB,Williams,19.0,15.0,Finished,0.0,2022,21,São Paulo Grand Prix,São Paulo,11.0,71.631,14.8,16.0,0.0,15.666666666666666,0,0.0,14.8,20.0,0,0.2631578947368421,0.0,8.0,19.0,70.95,0.6809999999999974
14,ALO,Alpine,17.0,5.0,Finished,10.0,2022,21,São Paulo Grand Prix,São Paulo,7.0,72.504,14.0,8.0,12.0,12.666666666666666,0,0.0,14.0,20.0,0,0.25,0.0,150.0,8.0,70.95,1.554000000000002
77,BOT,Alfa Romeo,14.0,9.0,Finished,2.0,2022,21,São Paulo Grand Prix,São Paulo,18.0,75.486,13.6,11.2,1.0,11.666666666666666,0,0.0,13.6,20.0,0,0.3,0.0,51.0,12.0,70.95,4.536000000000001
10,GAS,AlphaTauri,10.0,14.0,Finished,0.0,2022,21,São Paulo Grand Prix,São Paulo,12.0,71.675,12.2,12.0,0.0,13.666666666666666,0,0.0,12.2,20.0,0,0.15,0.0,35.0,15.0,70.95,0.7249999999999943
44,HAM,Mercedes,2.0,2.0,Finished,18.0,2022,21,São Paulo Grand Prix,São Paulo,8.0,72.611,4.6,4.4,46.0,3.6666666666666665,1,0.375,4.6,20.0,0,0.05,0.4,441.0,6.0,70.95,1.6610000000000014
6,LAT,Williams,18.0,16.0,Finished,0.0,2022,21,São Paulo Grand Prix,São Paulo,16.0,75.095,15.6,19.2,2.0,15.0,0,0.0,15.6,20.0,0,0.2,0.0,8.0,19.0,70.95,4.144999999999996
16,LEC,Ferrari,5.0,4.0,Finished,12.0,2022,21,São Paulo Grand Prix,São Paulo,10.0,70.95,3.2,2.6,38.0,10.333333333333334,0,0.45,3.2,20.0,0,0.15,0.5,462.0,4.0,70.95,0.0
20,MAG,Haas F1 Team,8.0,19.0,Collision,0.0,2022,21,São Paulo Grand Prix,São Paulo,1.0,71.674,13.6,15.4,2.0,16.0,0,0.0,13.6,20.0,1,0.2,0.0,33.0,17.0,70.95,0.7240000000000038
47,MSC,Haas F1 Team,12.0,13.0,Finished,0.0,2022,21,São Paulo Grand Prix,São Paulo,20.0,76.361,14.6,16.6,0.0,17.333333333333332,0,0.0,14.6,20.0,0,0.15,0.0,33.0,17.0,70.95,5.411000000000001
4,NOR,McLaren,6.0,18.0,Gearbox,0.0,2022,21,São Paulo Grand Prix,São Paulo,4.0,72.263,7.2,7.8,11.0,10.666666666666666,0,0.025,7.2,20.0,1,0.05,0.05,139.0,9.0,70.95,1.3130000000000024
31,OCO,Alpine,16.0,8.0,Finished,4.0,2022,21,São Paulo Grand Prix,São Paulo,6.0,72.425,10.0,12.4,16.0,10.666666666666666,0,0.0,10.0,20.0,0,0.1,0.0,160.0,7.0,70.95,1.4749999999999943
11,PER,Red Bull Racing,4.0,7.0,Finished,6.0,2022,21,São Paulo Grand Prix,São Paulo,9.0,75.601,3.2,3.6,45.0,1.6666666666666667,0,0.65,3.2,20.0,0,0.15,0.5,670.0,2.0,70.95,4.650999999999996
3,RIC,McLaren,11.0,20.0,Collision,0.0,2022,21,São Paulo Grand Prix,São Paulo,14.0,72.14,11.2,12.8,6.0,11.333333333333334,0,0.024390243902439025,11.2,20.0,1,0.1,0.0,139.0,9.0,70.95,1.1899999999999977
63,RUS,Mercedes,1.0,1.0,Finished,26.0,2022,21,São Paulo Grand Prix,São Paulo,3.0,72.059,6.8,6.6,28.0,2.6666666666666665,1,0.3902439024390244,6.8,20.0,0,0.05,0.35,459.0,5.0,70.95,1.1089999999999947
55,SAI,Ferrari,7.0,3.0,Finished,15.0,2022,21,São Paulo Grand Prix,São Paulo,5.0,72.357,10.2,3.2,10.0,5.0,1,0.43902439024390244,10.2,20.0,0,0.3,0.4,474.0,3.0,70.95,1.4069999999999965
18,STR,Aston Martin,15.0,10.0,Finished,1.0,2022,21,São Paulo Grand Prix,São Paulo,15.0,72.21,13.8,14.8,0.0,12.333333333333334,0,0.0,13.8,20.0,0,0.15,0.0,49.0,14.0,70.95,1.259999999999991
22,TSU,AlphaTauri,0.0,17.0,+1 Lap,0.0,2022,21,São Paulo Grand Prix,São Paulo,19.0,76.264,14.4,13.2,1.0,15.0,0,0.0,14.4,20.0,0,0.3,0.0,35.0,15.0,70.95,5.313999999999993
1,VER,Red Bull Racing,3.0,6.0,Finished,8.0,2022,21,São Paulo Grand Prix,São Paulo,2.0,71.877,2.2,3.0,75.0,3.6666666666666665,0,0.6341463414634146,2.2,20.0,0,0.1,0.8,676.0,1.0,70.95,0.9269999999999925
5,VET,Aston Martin,9.0,11.0,Finished,0.0,2022,21,São Paulo Grand Prix,São Paulo,13.0,71.678,11.2,13.8,12.0,13.0,0,0.0,11.2,20.0,0,0.16666666666666666,0.0,50.0,13.0,70.95,0.7279999999999944
24,ZHO,Alfa Romeo,13.0,12.0,Finished,0.0,2022,21,São Paulo Grand Prix,São Paulo,17.0,75.197,14.2,13.8,0.0,10.666666666666666,0,0.0,14.2,20.0,0,0.3,0.0,53.0,11.0,70.95,4.247
23,ALB,Williams,19.0,13.0,+1 Lap,0.0,2022,22,Abu Dhabi Grand Prix,Yas Island,19.0,86.028,15.4,15.2,0.0,16.333333333333332,0,0.0,15.4,20.0,0,0.25,0.0,8.0,19.0,83.824,2.2040000000000077
14,ALO,Alpine,10.0,20.0,Water leak,0.0,2022,22,Abu Dhabi Grand Prix,Yas Island,11.0,85.096,11.2,7.4,16.0,7.0,0,0.0,11.2,20.0,1,0.23809523809523808,0.0,164.0,7.0,83.824,1.2720000000000056
77,BOT,Alfa Romeo,18.0,15.0,+1 Lap,0.0,2022,22,Abu Dhabi Grand Prix,Yas Island,18.0,85.892,12.8,12.4,3.0,11.333333333333334,0,0.0,12.8,20.0,0,0.2857142857142857,0.0,53.0,12.0,83.824,2.067999999999998
10,GAS,AlphaTauri,17.0,14.0,+1 Lap,0.0,2022,22,Abu Dhabi Grand Prix,Yas Island,17.0,85.859,13.4,12.6,0.0,17.0,0,0.0,13.4,20.0,0,0.14285714285714285,0.0,35.0,15.0,83.824,2.0349999999999966
44,HAM,Mercedes,5.0,18.0,Hydraulics,0.0,2022,22,Abu Dhabi Grand Prix,Yas Island,5.0,84.508,4.0,5.0,54.0,2.3333333333333335,0,0.40476190476190477,4.0,20.0,1,0.047619047619047616,0.42857142857142855,485.0,5.0,83.824,0.6839999999999975
6,LAT,Williams,20.0,19.0,Collision damage,0.0,2022,22,Abu Dhabi Grand Prix,Yas Island,20.0,86.054,15.8,19.2,0.0,14.666666666666666,0,0.0,15.8,20.0,1,0.19047619047619047,0.0,8.0,19.0,83.824,2.230000000000004
16,LEC,Ferrari,3.0,2.0,Finished,18.0,2022,22,Abu Dhabi Grand Prix,Yas Island,3.0,84.092,3.6,4.4,35.0,4.0,1,0.4523809523809524,3.6,20.0,0,0.14285714285714285,0.47619047619047616,489.0,4.0,83.824,0.2680000000000007
20,MAG,Haas F1 Team,16.0,17.0,+1 Lap,0.0,2022,22,Abu Dhabi Grand Prix,Yas Island,16.0,85.834,14.2,11.8,2.0,16.0,0,0.0,14.2,20.0,0,0.23809523809523808,0.0,33.0,17.0,83.824,2.010000000000005
47,MSC,Haas F1 Team,12.0,16.0,+1 Lap,0.0,2022,22,Abu Dhabi Grand Prix,Yas Island,13.0,85.225,14.8,16.6,0.0,16.333333333333332,0,0.0,14.8,20.0,0,0.14285714285714285,0.0,33.0,17.0,83.824,1.4009999999999962
4,NOR,McLaren,7.0,6.0,Finished,9.0,2022,22,Abu Dhabi Grand Prix,Yas Island,7.0,84.769,9.4,7.2,10.0,15.0,0,0.023809523809523808,9.4,20.0,0,0.09523809523809523,0.047619047619047616,139.0,10.0,83.824,0.9450000000000074
31,OCO,Alpine,8.0,7.0,Finished,6.0,2022,22,Abu Dhabi Grand Prix,Yas Island,8.0,84.83,9.4,11.4,8.0,11.0,0,0.0,9.4,20.0,0,0.09523809523809523,0.0,164.0,7.0,83.824,1.0060000000000002
11,PER,Red Bull Racing,2.0,3.0,Finished,15.0,2022,22,Abu Dhabi Grand Prix,Yas Island,2.0,84.052,3.4,4.6,33.0,4.666666666666667,1,0.6190476190476191,3.4,20.0,0,0.14285714285714285,0.47619047619047616,684.0,2.0,83.824,0.22800000000000864
3,RIC,McLaren,13.0,9.0,Finished,2.0,2022,22,Abu Dhabi Grand Prix,Yas Island,10.0,85.045,11.8,14.0,6.0,14.666666666666666,0,0.023255813953488372,11.8,20.0,0,0.14285714285714285,0.0,148.0,9.0,83.824,1.2210000000000036
63,RUS,Mercedes,6.0,5.0,Finished,10.0,2022,22,Abu Dhabi Grand Prix,Yas Island,6.0,84.511,6.4,6.0,50.0,7.0,0,0.3953488372093023,6.4,20.0,0,0.047619047619047616,0.38095238095238093,485.0,5.0,83.824,0.6869999999999976
55,SAI,Ferrari,4.0,4.0,Finished,12.0,2022,22,Abu Dhabi Grand Prix,Yas Island,4.0,84.242,10.0,3.6,25.0,3.0,0,0.46511627906976744,10.0,20.0,0,0.2857142857142857,0.42857142857142855,507.0,3.0,83.824,0.41800000000000637
18,STR,Aston Martin,14.0,8.0,Finished,4.0,2022,22,Abu Dhabi Grand Prix,Yas Island,14.0,85.359,12.2,14.2,1.0,11.666666666666666,0,0.0,12.2,20.0,0,0.14285714285714285,0.0,50.0,14.0,83.824,1.5349999999999966
22,TSU,AlphaTauri,11.0,11.0,Finished,0.0,2022,22,Abu Dhabi Grand Prix,Yas Island,12.0,85.219,15.0,14.0,1.0,15.0,0,0.0,15.0,20.0,0,0.2857142857142857,0.0,35.0,15.0,83.824,1.394999999999996
1,VER,Red Bull Racing,1.0,1.0,Finished,25.0,2022,22,Abu Dhabi Grand Prix,Yas Island,1.0,83.824,3.2,3.0,58.0,5.333333333333333,1,0.627906976744186,3.2,20.0,0,0.09523809523809523,0.7619047619047619,699.0,1.0,83.824,0.0
5,VET,Aston Martin,9.0,10.0,Finished,1.0,2022,22,Abu Dhabi Grand Prix,Yas Island,9.0,84.961,9.4,13.0,4.0,9.666666666666666,0,0.0,9.4,20.0,0,0.15789473684210525,0.0,54.0,11.0,83.824,1.1370000000000005
24,ZHO,Alfa Romeo,15.0,12.0,+1 Lap,0.0,2022,22,Abu Dhabi Grand Prix,Yas Island,15.0,85.408,14.6,14.4,0.0,12.0,0,0.0,14.6,20.0,0,0.2857142857142857,0.0,53.0,12.0,83.824,1.5840000000000032
23,ALB,Williams,15.0,10.0,Finished,1.0,2023,1,Bahrain Grand Prix,Sakhir,15.0,91.461,14.6,15.2,0.0,16.0,0,0.0,13.0,13.0,0,0.0,0.0,0.0,7.0,89.708,1.7530000000000001
14,ALO,Aston Martin,5.0,3.0,Finished,15.0,2023,1,Bahrain Grand Prix,Sakhir,5.0,90.336,11.6,8.6,10.0,9.666666666666666,1,0.0,9.0,9.0,0,0.0,0.0,0.0,7.0,89.708,0.6280000000000001
77,BOT,Alfa Romeo,12.0,8.0,Finished,4.0,2023,1,Bahrain Grand Prix,Sakhir,12.0,91.443,13.6,12.8,3.0,13.0,0,0.0,6.0,6.0,0,0.0,0.0,0.0,7.0,89.708,1.7349999999999994
21,DEV,AlphaTauri,19.0,14.0,Lapped,0.0,2023,1,Bahrain Grand Prix,Sakhir,19.0,92.121,9.0,13.0,2.0,14.0,0,0.0,9.0,20.0,1,0.0,0.0,0.0,7.0,89.708,2.4129999999999967
10,GAS,Alpine,20.0,9.0,Finished,2.0,2023,1,Bahrain Grand Prix,Sakhir,20.0,92.181,14.2,14.6,0.0,11.666666666666666,0,0.0,20.0,20.0,0,0.0,0.0,0.0,7.0,89.708,2.472999999999999
44,HAM,Mercedes,7.0,5.0,Finished,10.0,2023,1,Bahrain Grand Prix,Sakhir,7.0,90.384,5.8,5.4,36.0,8.0,0,0.0,3.0,3.0,0,0.0,0.0,0.0,7.0,89.708,0.6760000000000019
27,HUL,Haas F1 Team,10.0,15.0,Lapped,0.0,2023,1,Bahrain Grand Prix,Sakhir,10.0,90.809,14.5,17.5,0.0,15.333333333333334,0,0.0,17.0,17.0,1,0.0,0.0,0.0,7.0,89.708,1.100999999999999
16,LEC,Ferrari,3.0,19.0,Retired,0.0,2023,1,Bahrain Grand Prix,Sakhir,3.0,90.0,3.6,4.8,38.0,3.0,0,0.0,1.0,1.0,1,0.0,0.0,0.0,7.0,89.708,0.2920000000000016
20,MAG,Haas F1 Team,17.0,13.0,Lapped,0.0,2023,1,Bahrain Grand Prix,Sakhir,17.0,91.892,15.2,13.2,0.0,16.0,0,0.0,5.0,5.0,1,0.0,0.0,0.0,7.0,89.708,2.1839999999999975
4,NOR,McLaren,11.0,17.0,Lapped,0.0,2023,1,Bahrain Grand Prix,Sakhir,11.0,91.381,9.8,7.4,11.0,11.666666666666666,0,0.0,15.0,15.0,1,0.0,0.0,0.0,7.0,89.708,1.6730000000000018
31,OCO,Alpine,9.0,18.0,Retired,0.0,2023,1,Bahrain Grand Prix,Sakhir,9.0,90.984,7.6,9.4,14.0,12.0,0,0.0,7.0,7.0,1,0.0,0.0,2.0,5.0,89.708,1.2759999999999962
11,PER,Red Bull Racing,2.0,2.0,Finished,18.0,2023,1,Bahrain Grand Prix,Sakhir,2.0,89.846,3.8,4.6,36.0,3.3333333333333335,1,0.0,18.0,18.0,0,0.0,0.0,0.0,7.0,89.708,0.13800000000000523
81,PIA,McLaren,18.0,20.0,Retired,0.0,2023,1,Bahrain Grand Prix,Sakhir,18.0,92.101,11.0,11.0,0.0,10.666666666666666,0,0.0,,20.0,1,0.0,0.0,0.0,7.0,89.708,2.3930000000000007
63,RUS,Mercedes,6.0,7.0,Finished,6.0,2023,1,Bahrain Grand Prix,Sakhir,6.0,90.34,4.6,5.0,49.0,9.333333333333334,0,0.0,4.0,4.0,0,0.0,0.0,10.0,3.0,89.708,0.632000000000005
55,SAI,Ferrari,4.0,4.0,Finished,12.0,2023,1,Bahrain Grand Prix,Sakhir,4.0,90.154,10.2,3.6,37.0,8.333333333333334,0,0.0,2.0,2.0,0,0.0,0.0,0.0,7.0,89.708,0.44599999999999795
2,SAR,Williams,16.0,12.0,Lapped,0.0,2023,1,Bahrain Grand Prix,Sakhir,16.0,91.652,11.0,11.0,0.0,14.0,0,0.0,,20.0,1,0.0,0.0,1.0,6.0,89.708,1.9440000000000026
18,STR,Aston Martin,8.0,6.0,Finished,8.0,2023,1,Bahrain Grand Prix,Sakhir,8.0,90.836,12.6,14.6,5.0,7.0,0,1.0,12.0,12.0,0,0.0,0.0,15.0,2.0,89.708,1.1280000000000001
22,TSU,AlphaTauri,14.0,11.0,Finished,0.0,2023,1,Bahrain Grand Prix,Sakhir,14.0,92.51,14.2,14.4,0.0,13.0,0,0.0,8.0,8.0,0,0.0,0.0,0.0,7.0,89.708,2.8020000000000067
1,VER,Red Bull Racing,1.0,1.0,Finished,25.0,2023,1,Bahrain Grand Prix,Sakhir,1.0,89.708,2.0,1.6,58.0,2.0,1,1.0,19.0,19.0,0,0.0,0.0,18.0,1.0,89.708,0.0
24,ZHO,Alfa Romeo,13.0,16.0,Lapped,0.0,2023,1,Bahrain Grand Prix,Sakhir,13.0,91.473,13.0,14.4,0.0,11.666666666666666,0,0.0,10.0,10.0,1,0.0,0.0,4.0,4.0,89.708,1.7650000000000006
23,ALB,Williams,17.0,19.0,Retired,0.0,2023,2,Saudi Arabian Grand Prix,Jeddah,17.0,89.994,12.6,15.0,1.0,13.666666666666666,0,0.0,14.0,14.0,1,0.0,0.0,1.0,13.0,88.265,1.7289999999999992
14,ALO,Aston Martin,2.0,3.0,Finished,15.0,2023,2,Saudi Arabian Grand Prix,Jeddah,3.0,88.73,10.8,8.2,25.0,6.333333333333333,1,0.5,16.0,16.0,0,0.0,1.0,23.0,5.0,88.265,0.4650000000000034
77,BOT,Alfa Romeo,14.0,18.0,Lapped,0.0,2023,2,Saudi Arabian Grand Prix,Jeddah,14.0,89.668,12.2,12.8,6.0,12.0,0,0.0,15.0,15.0,1,0.0,0.0,4.0,9.0,88.265,1.4030000000000058
21,DEV,AlphaTauri,18.0,14.0,Finished,0.0,2023,2,Saudi Arabian Grand Prix,Jeddah,18.0,90.244,11.5,16.0,2.0,12.0,0,0.0,11.5,20.0,0,1.0,0.0,0.0,15.0,88.265,1.9789999999999992
10,GAS,Alpine,9.0,9.0,Finished,2.0,2023,2,Saudi Arabian Grand Prix,Jeddah,10.0,89.357,12.4,15.2,2.0,11.333333333333334,0,0.0,8.0,8.0,0,0.0,0.0,2.0,12.0,88.265,1.0919999999999987
44,HAM,Mercedes,7.0,5.0,Finished,10.0,2023,2,Saudi Arabian Grand Prix,Jeddah,8.0,89.223,5.8,5.6,28.0,5.666666666666667,0,0.0,10.0,10.0,0,0.0,0.0,16.0,7.0,88.265,0.9579999999999984
27,HUL,Haas F1 Team,10.0,12.0,Finished,0.0,2023,2,Saudi Arabian Grand Prix,Jeddah,11.0,89.451,14.666666666666666,15.0,0.0,14.666666666666666,0,0.0,12.0,12.0,0,1.0,0.0,0.0,15.0,88.265,1.1859999999999928
16,LEC,Ferrari,12.0,7.0,Finished,6.0,2023,2,Saudi Arabian Grand Prix,Jeddah,2.0,88.42,6.8,5.0,30.0,9.0,0,0.0,2.0,2.0,0,1.0,0.0,12.0,8.0,88.265,0.15500000000000114
20,MAG,Haas F1 Team,13.0,10.0,Finished,1.0,2023,2,Saudi Arabian Grand Prix,Jeddah,13.0,89.634,15.0,13.0,0.0,13.333333333333334,0,0.0,9.0,9.0,0,1.0,0.0,0.0,15.0,88.265,1.3689999999999998
4,NOR,McLaren,19.0,17.0,Finished,0.0,2023,2,Saudi Arabian Grand Prix,Jeddah,19.0,90.447,11.2,7.6,9.0,15.333333333333334,0,0.0,7.0,7.0,0,1.0,0.0,0.0,15.0,88.265,2.182000000000002
31,OCO,Alpine,6.0,8.0,Finished,4.0,2023,2,Saudi Arabian Grand Prix,Jeddah,7.0,89.078,10.4,10.2,10.0,12.0,0,0.0,6.0,6.0,0,1.0,0.0,4.0,9.0,88.265,0.8130000000000024
11,PER,Red Bull Racing,1.0,1.0,Finished,25.0,2023,2,Saudi Arabian Grand Prix,Jeddah,1.0,88.265,3.8,4.2,39.0,1.3333333333333333,1,1.0,4.0,4.0,0,0.0,1.0,43.0,2.0,88.265,0.0
81,PIA,McLaren,8.0,15.0,Finished,0.0,2023,2,Saudi Arabian Grand Prix,Jeddah,9.0,89.243,20.0,18.0,0.0,18.0,0,0.0,20.0,20.0,0,1.0,0.0,0.0,15.0,88.265,0.9779999999999944
63,RUS,Mercedes,3.0,4.0,Finished,12.0,2023,2,Saudi Arabian Grand Prix,Jeddah,4.0,88.857,4.4,4.6,42.0,5.666666666666667,0,0.0,5.0,5.0,0,0.0,0.0,26.0,4.0,88.265,0.5919999999999987
55,SAI,Ferrari,4.0,6.0,Finished,8.0,2023,2,Saudi Arabian Grand Prix,Jeddah,5.0,88.931,7.2,3.8,39.0,10.0,0,0.0,3.0,3.0,0,0.0,0.0,18.0,6.0,88.265,0.6659999999999968
2,SAR,Williams,20.0,16.0,Finished,0.0,2023,2,Saudi Arabian Grand Prix,Jeddah,20.0,128.51,12.0,16.0,0.0,13.666666666666666,0,0.0,12.0,20.0,0,1.0,0.0,1.0,13.0,88.265,40.24499999999999
18,STR,Aston Martin,5.0,20.0,Retired,0.0,2023,2,Saudi Arabian Grand Prix,Jeddah,6.0,88.945,11.4,12.4,13.0,4.0,0,0.6666666666666666,13.0,13.0,1,0.0,0.0,38.0,3.0,88.265,0.6799999999999926
22,TSU,AlphaTauri,16.0,11.0,Finished,0.0,2023,2,Saudi Arabian Grand Prix,Jeddah,16.0,89.939,13.8,14.6,0.0,13.0,0,0.0,19.0,19.0,0,0.0,0.0,0.0,15.0,88.265,1.6739999999999924
1,VER,Red Bull Racing,15.0,2.0,Finished,19.0,2023,2,Saudi Arabian Grand Prix,Jeddah,15.0,109.953,2.0,1.6,58.0,1.3333333333333333,1,1.0,1.0,1.0,0,0.0,1.0,68.0,1.0,88.265,21.688000000000002
24,ZHO,Alfa Romeo,11.0,13.0,Finished,0.0,2023,2,Saudi Arabian Grand Prix,Jeddah,12.0,89.461,13.0,14.2,0.0,14.0,0,0.0,11.0,11.0,0,1.0,0.0,4.0,9.0,88.265,1.195999999999998
23,ALB,Williams,8.0,19.0,Retired,0.0,2023,3,Australian Grand Prix,Melbourne,8.0,77.609,13.8,16.2,1.0,15.666666666666666,0,0.0,10.0,10.0,1,0.5,0.0,1.0,15.0,76.732,0.8769999999999953
14,ALO,Aston Martin,4.0,3.0,Finished,15.0,2023,3,Australian Grand Prix,Melbourne,4.0,77.139,10.0,7.0,30.0,9.666666666666666,1,0.5,17.0,17.0,0,0.0,1.0,38.0,5.0,76.732,0.4069999999999965
77,BOT,Alfa Romeo,19.0,11.0,Finished,0.0,2023,3,Australian Grand Prix,Melbourne,19.0,78.714,12.0,13.6,4.0,15.666666666666666,0,0.0,8.0,8.0,0,0.5,0.0,4.0,13.0,76.732,1.9819999999999993
21,DEV,AlphaTauri,15.0,15.0,Retired,0.0,2023,3,Australian Grand Prix,Melbourne,15.0,78.335,12.333333333333334,16.666666666666668,2.0,12.0,0,0.0,12.333333333333334,20.0,1,0.5,0.0,0.0,18.0,76.732,1.6029999999999944
10,GAS,Alpine,9.0,13.0,Retired,0.0,2023,3,Australian Grand Prix,Melbourne,9.0,77.675,11.4,14.6,4.0,11.666666666666666,0,0.0,9.0,9.0,1,0.0,0.0,8.0,9.0,76.732,0.9429999999999978
44,HAM,Mercedes,3.0,2.0,Finished,18.0,2023,3,Australian Grand Prix,Melbourne,3.0,77.104,6.4,6.2,20.0,5.333333333333333,1,0.0,4.0,4.0,0,0.0,0.0,38.0,5.0,76.732,0.3719999999999999
27,HUL,Haas F1 Team,10.0,7.0,Finished,6.0,2023,3,Australian Grand Prix,Melbourne,10.0,77.735,14.0,14.0,0.0,11.666666666666666,0,0.0,14.0,20.0,0,0.5,0.0,1.0,15.0,76.732,1.0030000000000001
16,LEC,Ferrari,7.0,20.0,Retired,0.0,2023,3,Australian Grand Prix,Melbourne,7.0,77.369,7.6,5.0,24.0,5.666666666666667,0,0.0,1.0,1.0,1,0.5,0.0,26.0,7.0,76.732,0.6370000000000005
20,MAG,Haas F1 Team,14.0,17.0,Retired,0.0,2023,3,Australian Grand Prix,Melbourne,14.0,78.129,15.2,12.4,1.0,9.666666666666666,0,0.0,14.0,14.0,1,0.5,0.0,7.0,12.0,76.732,1.3970000000000056
4,NOR,McLaren,13.0,6.0,Finished,8.0,2023,3,Australian Grand Prix,Melbourne,13.0,78.119,13.4,9.8,9.0,17.333333333333332,0,0.0,5.0,5.0,0,0.5,0.0,0.0,18.0,76.732,1.3870000000000005
31,OCO,Alpine,11.0,14.0,Retired,0.0,2023,3,Australian Grand Prix,Melbourne,11.0,77.768,9.8,8.0,10.0,10.0,0,0.0,7.0,7.0,1,0.5,0.0,8.0,9.0,76.732,1.0360000000000014
11,PER,Red Bull Racing,20.0,5.0,Finished,11.0,2023,3,Australian Grand Prix,Melbourne,20.0,,3.2,3.6,58.0,1.3333333333333333,0,1.0,2.0,2.0,0,0.0,1.0,87.0,2.0,76.732,
81,PIA,McLaren,16.0,8.0,Finished,4.0,2023,3,Australian Grand Prix,Melbourne,16.0,78.517,17.5,13.5,0.0,12.666666666666666,0,0.0,17.5,20.0,0,0.5,0.0,8.0,9.0,76.732,1.7849999999999966
63,RUS,Mercedes,2.0,18.0,Retired,0.0,2023,3,Australian Grand Prix,Melbourne,2.0,76.968,4.2,4.2,28.0,3.6666666666666665,0,0.2,3.0,3.0,1,0.0,0.0,56.0,3.0,76.732,0.2360000000000042
55,SAI,Ferrari,5.0,12.0,Finished,0.0,2023,3,Australian Grand Prix,Melbourne,5.0,77.27,4.4,4.6,32.0,11.0,0,0.0,20.0,20.0,0,0.0,0.0,26.0,7.0,76.732,0.5379999999999967
2,SAR,Williams,18.0,16.0,Retired,0.0,2023,3,Australian Grand Prix,Melbourne,18.0,78.557,14.0,18.0,0.0,18.0,0,0.0,14.0,20.0,1,0.5,0.0,1.0,15.0,76.732,1.8250000000000028
18,STR,Aston Martin,6.0,4.0,Finished,12.0,2023,3,Australian Grand Prix,Melbourne,6.0,77.308,11.8,12.2,12.0,8.666666666666666,0,0.6,12.0,12.0,0,0.5,0.0,53.0,4.0,76.732,0.5760000000000076
22,TSU,AlphaTauri,12.0,10.0,Finished,1.0,2023,3,Australian Grand Prix,Melbourne,12.0,78.099,14.0,14.8,0.0,13.333333333333334,0,0.0,15.0,15.0,0,0.0,0.0,0.0,18.0,76.732,1.3670000000000044
1,VER,Red Bull Racing,1.0,1.0,Finished,25.0,2023,3,Australian Grand Prix,Melbourne,1.0,76.732,2.2,4.0,69.0,2.6666666666666665,1,0.8,18.0,18.0,0,0.0,1.0,98.0,1.0,76.732,0.0
24,ZHO,Alfa Romeo,17.0,9.0,Finished,2.0,2023,3,Australian Grand Prix,Melbourne,17.0,78.54,13.2,13.8,0.0,14.0,0,0.0,11.0,11.0,0,0.5,0.0,4.0,13.0,76.732,1.808000000000007
23,ALB,Williams,12.0,12.0,Finished,0.0,2023,4,Azerbaijan Grand Prix,Baku,13.0,101.818,15.2,14.0,1.0,17.0,0,0.0,12.0,12.0,0,0.6666666666666666,0.0,1.0,17.0,100.203,1.6149999999999949
14,ALO,Aston Martin,6.0,4.0,Finished,12.0,2023,4,Azerbaijan Grand Prix,Baku,6.0,101.253,6.8,6.0,45.0,9.0,0,0.5,7.0,7.0,0,0.0,1.0,65.0,4.0,100.203,1.0499999999999972
77,BOT,Alfa Romeo,13.0,18.0,Lapped,0.0,2023,4,Azerbaijan Grand Prix,Baku,14.0,102.259,12.2,16.2,4.0,11.0,0,0.0,11.0,11.0,1,0.3333333333333333,0.0,6.0,15.0,100.203,2.0559999999999974
21,DEV,AlphaTauri,18.0,20.0,Retired,0.0,2023,4,Azerbaijan Grand Prix,Baku,20.0,115.282,13.0,16.25,0.0,12.0,0,0.0,13.0,20.0,1,0.6666666666666666,0.0,1.0,17.0,100.203,15.078999999999994
10,GAS,Alpine,17.0,14.0,Finished,0.0,2023,4,Azerbaijan Grand Prix,Baku,19.0,104.853,11.8,13.6,4.0,11.666666666666666,0,0.0,5.0,5.0,0,0.3333333333333333,0.0,8.0,11.0,100.203,4.6499999999999915
44,HAM,Mercedes,5.0,6.0,Finished,8.0,2023,4,Azerbaijan Grand Prix,Baku,5.0,101.177,6.4,6.2,38.0,8.0,0,0.16666666666666666,4.0,4.0,0,0.0,0.3333333333333333,56.0,6.0,100.203,0.9740000000000038
27,HUL,Haas F1 Team,20.0,17.0,Lapped,0.0,2023,4,Azerbaijan Grand Prix,Baku,17.0,102.755,12.6,13.2,6.0,11.333333333333334,0,0.0,12.6,20.0,1,0.3333333333333333,0.0,7.0,13.0,100.203,2.5519999999999925
